post,closedQ
和学生时代的朋友慢慢都疏远了，同事终究不是朋友，有时候感觉自己好孤单～是不是我自己的人缘有问题？！,你係咪覺得孤單但係唔想同佢地出去？
咋还失眠了呢？,除咗失眠之外有冇其他問題嗎？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
麻麻，你好寂寞,你係咪覺得好寂寞?
你再失眠一会就该起床了,除咗失眠之外有冇其他問題嗎？
嗯每个人的喜好不一样有些冷门我同学都没听过的歌我却一下就被唱到了心里，好的歌曲不一定会每个人都知晓但是你知道你喜欢这就足够了,你係咪覺得知足？
想死你啦，最近都在做些什么事呢,你係咪覺得好辛苦呀?
抗抑郁药停掉然后痊愈,你抑鬱咗幾耐？
我对你失望，我感到委屈，可我还会笑着对你说，我好爱你。,係咪有人屈你？
我也不清楚是不是社交障碍，我能正常和人交流、交往，在别人看来也很开朗热心，但是我会感觉很累，就是心累，脑子转不过来，我需要自己一个人呆半天才能缓过来,你會唔會想有個人陪自己？
会内心迷茫就证明我们还是很有觉悟的。夫子莫伤感～,你係咪覺得迷茫?
我也是短发，短发给脑袋减压,有冇試過做運動？
加油吧，我去年上岸。离家很远，政审完动过不来的念头，其实考上没有想象的那么好，公考这段路运气实力缺一不可，最后祝愿你早日上岸，不要给自己太大压力，如果可以最好还是离家近点。,有冇嘗試做其他嘢放鬆自己呀？
南师范条件怎么样啊？目前的考研目标,你係咪有好明確嘅目標？
八点多失眠？？,除咗失眠之外有冇其他問題嗎？
我不失眠我就是饿醒了,除咗失眠之外有冇其他問題嗎？
昨晚我做的梦感觉都可以拍成大片了被吓醒想上厕所又不敢去,咁你有冇去廁所啊?
喝茶不会失眠吗,除咗失眠之外有冇其他問題嗎？
飘姐，我最近老失眠。这个点我还睡不着。,除咗失眠之外有冇其他問題嗎？
有目标了不起,你係咪有好明確嘅目標？
我狗这是失眠？,除咗失眠之外有冇其他問題嗎？
面对爱情不能委屈,係咪有人屈你？
你来找我好不好？我们再认真谈一次恋爱好好相处好不好？我想抱着你大哭，把我所有的难过委屈和心痛都告诉你,係咪有人屈你？
你又失眠了,除咗失眠之外有冇其他問題嗎？
距离高考只剩188天，大家都在努力，可是我却好像不在状态，每天学到的东西很少，好难过，不知道这种状态什么时候会结束，陷入一个怪圈，好迷茫。,你係咪覺得迷茫?
我昨天也失眠了,除咗失眠之外有冇其他問題嗎？
不早说我昨晚也失眠,除咗失眠之外有冇其他問題嗎？
我真的真的真的很想遇到一个很懂我的人啊我真的真的不想再独自逞强了我也想懦弱也想在他的怀里说委屈,係咪有人屈你？
你还小不合适谈恋爱，千万别介绍女朋友。,你覺得同佢適唔適合啊？
今天怎么了，迷迷茫茫的,你係咪覺得迷茫?
花呗还款，虽然是应该的，但我咋这么委屈呢,係咪有人屈你？
慢慢来，迷茫说明你还在前进,你係咪覺得迷茫?
目标蓝鸟，比你的轻松一半～,你係咪有好明確嘅目標？
要抑郁啦,你抑鬱咗幾耐？
吃抗抑郁的药半年了胖了二十斤每天不敢出门运动健身都没用我该怎么办,你抑鬱咗幾耐？
失眠么？以后可以白天早起不要午睡,除咗失眠之外有冇其他問題嗎？
与其被动失眠，不如主动熬夜！,除咗失眠之外有冇其他問題嗎？
不知道为什么自己一个人很难去点菜的饭店吃饭，觉得点了菜一个人特别孤单，但是快餐就会觉得无所谓，总觉得做出来一盘盘的菜不应该是一个人吃的呢？,你會唔會想有個人陪自己？
又迷茫了,你係咪覺得迷茫?
这个游戏就刚开始好玩，被小丑追杀的时候好紧张，等你熟悉整个游戏就开始匹配排位，就没啥好玩的了,咁會唔會影響到你嘅表現？
20岁生日了自己一个人下班路过面馆吃了碗面心里酸酸的,你會唔會想有個人陪自己？
失眠了吗,除咗失眠之外有冇其他問題嗎？
总嚷着要找个对象，却从不主动勾搭，没喜欢的人，也懒得接受别人的追求。倒也不是那么"宁缺毋滥"，却还是不肯委屈将就。有时感觉单身挺好的，又常常羡慕别人成双入对。这才是，很多人单身的状态吧。整日在慵懒和纠结中徘徊，日子就这样耗着。,係咪有人屈你？
快点上包啊等得好辛苦,係咪覺得壓力好大?
刚好，我也失眠,除咗失眠之外有冇其他問題嗎？
《我的前半生》可以改名为《委屈巴巴的陈俊生》了,係咪有人屈你？
一线人员就是好辛苦啊,係咪覺得壓力好大?
还觉得自己站在世界道德中心别人都是辣鸡没素质自己最厉害了令人作呕,係咪因為太緊張？
跟我说晚安嘛~失眠好难过,除咗失眠之外有冇其他問題嗎？
看你受委屈我宁愿你不拍了，我们不看了行吗？,係咪有人屈你？
可怜哦。失眠的娃娃伤不起啊！,除咗失眠之外有冇其他問題嗎？
长夜失眠中,除咗失眠之外有冇其他問題嗎？
我昨天也失眠了到2点多才模模糊糊睡着,除咗失眠之外有冇其他問題嗎？
一天睡12个小时的人，也好意思说失眠,除咗失眠之外有冇其他問題嗎？
暧昧让人受尽委屈,係咪有人屈你？
博主失眠吗,除咗失眠之外有冇其他問題嗎？
你是想死还是不想活,你係咪覺得好辛苦呀?
胸怀是用委屈撑大的（这句话看到好心酸）加油！,係咪有人屈你？
您好！抱歉给您带来困扰，这边收到帮您反馈，感谢您对京东的支持，祝您生活愉快，谢谢！,邊樣對你帶來最大嘅困擾啊？
又失眠了？,除咗失眠之外有冇其他問題嗎？
我还是喜欢你自行车旁边的那个车！,你係咪有鍾意既人？
对未来很迷茫,你係咪覺得迷茫?
小熊猫。失眠啦？,除咗失眠之外有冇其他問題嗎？
完全同意！做选择的时候很艰难，但一旦决定了就觉得那是最佳的，并且一块石头落地，心里所有的纠结都化成动力，为最终目标奋斗。,你係咪有好明確嘅目標？
今天怎么了，迷迷茫茫的,你係咪覺得迷茫?
幸好你早睡了，要不你会兴奋到失眠,除咗失眠之外有冇其他問題嗎？
那么冷，脱了不会感冒吗，运动员好辛苦,係咪覺得壓力好大?
厦门建议地铁一号线通了再来【】堵得我想死,你係咪覺得好辛苦呀?
凤凰古城，是我下一站的目标，世界这么大应该多出去走走，你同意么？,你係咪有好明確嘅目標？
本来对张翰没什么感觉~不过看了两期~觉得你太委屈了好嘛~还遇到那么难伺候的女人~经费有限还说什么出来玩就不要计较~真的没钱了看你怪不怪张翰,係咪有人屈你？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
同学很瞎的告诉我集齐七个晚安就能召唤周公不失眠！！！忙活半天只有一个人回复！,除咗失眠之外有冇其他問題嗎？
失眠不是一点两点而是三点四点，,除咗失眠之外有冇其他問題嗎？
遇到一个特别懂我点的人，但是双方条件不合适，没办法结婚，但就是喜欢，怎么办怎么办,你覺得同佢適唔適合啊？
校园孤立排挤，没抑郁，嘻嘻,你抑鬱咗幾耐？
鲵怎么还不睡也失眠了吗,除咗失眠之外有冇其他問題嗎？
窦窦快来，等你等得好辛苦,係咪覺得壓力好大?
感觉你好忙！,係咪有好多嘢要做？
学生能力有限，绵薄之力请收下，祝平安，早日讨回公道！,你覺得你嘅能力差多定少先夠？
怎么才能治疗，我抑郁多年无法治愈,你抑鬱咗幾耐？
压力好大要毕业了很迷茫,你係咪覺得迷茫?
今天看他说前两年抑郁进医院，然后就开始看哲学类的书，就一下理解了些以前看不懂他的地方,你抑鬱咗幾耐？
拿到单位体检报告感觉要失眠了,除咗失眠之外有冇其他問題嗎？
想哭，真的想哭，想去找他，可是去了也是赶我走，漫长的夜怎么过,你覺得好大壓力？
我失眠了昨天,除咗失眠之外有冇其他問題嗎？
明年定个小小的目标，就在胖一圈，就这个了,你係咪有好明確嘅目標？
失眠的概率很高吗？如果不是，快去买张彩票吧～,除咗失眠之外有冇其他問題嗎？
我会很焦虑，没空后悔,你係咪好容易焦慮？
对现在的生活很迷茫,你係咪覺得迷茫?
阿姨婚前焦虑症！,你係咪好容易焦慮？
阿姨婚前焦虑症！,係咪覺得讀書好大壓力啊?
过年看这戏不合适吧,你覺得同佢適唔適合啊？
只能说现在的我很迷茫，需要你的正能量,你係咪覺得迷茫?
小目标啊睡到张欣尧没错了哈哈哈哈,你係咪有好明確嘅目標？
哎失眠,除咗失眠之外有冇其他問題嗎？
有很多很多迷茫但是话到嘴边就是说不出来我好佩服你的执着还有清醒啊！,你係咪覺得迷茫?
每晚都失眠。。想的太多，做的太少。道理都懂，却依然过不好…,除咗失眠之外有冇其他問題嗎？
突然失去人生目标,你係咪有好明確嘅目標？
喝了半夜老想上厕所,咁你有冇去廁所啊?
你是否遇到过抑郁的海豚，自尊有问题的青蛙，无法放松的猫，充满仇恨或怨恨的小鸟？,你抑鬱咗幾耐？
是因为压力大吗，烦心事儿很多吗，不要想太多，顺其自然就好了！,壓力大有無影響到你日常生活呀?
支持正版是所有人共同努力的目标，这样我们的社会环境才会越来越净化,你係咪有好明確嘅目標？
看到有人说虚度年华很过瘾的。并不。会很焦虑情绪低落自尊下降。,你係咪好容易焦慮？
6S有哪位大虾升IOS11了？感觉流畅度好不好，好紧张啊,咁會唔會影響到你嘅表現？
很好奇不在所里为何会焦虑，不是应该开心到飞起吗？你还是我若姨吗,你係咪好容易焦慮？
晚上的硬座好辛苦,係咪覺得壓力好大?
我昨晚就是心里有事失眠了看你这段话泪目,除咗失眠之外有冇其他問題嗎？
宝贝，我希望你少有失眠的时候，能一夜无梦然后畅快醒来，要梦也是好梦美梦，万事顺意，一切都好。,除咗失眠之外有冇其他問題嗎？
早安哦！新的一年要有新的目标哟,你係咪有好明確嘅目標？
宝宝啊，早上好。今天来回奔波好忙的，我尽力做数据,係咪有好多嘢要做？
怎么失眠了呀？,除咗失眠之外有冇其他問題嗎？
我昨晚一晚上失眠极度厌学极度低落就很迷茫没动力不知道自己想要什么,你係咪覺得迷茫?
我昨晚一晚上失眠极度厌学极度低落就很迷茫没动力不知道自己想要什么,除咗失眠之外有冇其他問題嗎？
一肚子疼就想上厕所？,咁你有冇去廁所啊?
迷茫的大二,你係咪覺得迷茫?
这委屈的，生日快乐啊,係咪有人屈你？
都说我没穿裤子，我才删除的，好委屈,係咪有人屈你？
安东安东。。生病好难受祝我快快好起来吧好多门考试好焦虑。。,係咪仲有好多嘢要做？
安东安东。。生病好难受祝我快快好起来吧好多门考试好焦虑。。,你係咪好容易焦慮？
嗯呢！昨天加班到很晚，才起床，嘿嘿，加油为我们各自的目标，,你係咪有好明確嘅目標？
我140斤的胖子买了m，抢不到啊，不合适转,你覺得同佢適唔適合啊？
